A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	BM       	            	774       	3         	1870.4    	12        	0.440     	7         	0.00341     	6         
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	BM       	            	939       	3         	2223.2    	12        	9.48      	14        	0.0890      	13        
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	BM       	            	1243      	3         	2860.3    	12        	27.46     	22        	0.341       	3         
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	BM       	            	1714      	3         	3835.0    	12        	62.5      	20        	1.07        	3         
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	BM AV    	            	1.50E+3   	5         	          	          	100.1     	20        	1.51        	6         
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	G        	            	389.710   	35        	          	          	12.7      	7         	0.049       	3         
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	G        	            	585.028   	30        	          	          	13.0      	7         	0.076       	4         
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	G        	            	836.841   	50        	          	          	0.104     	6         	8.7E-4      	5         
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	G        	            	974.742   	35        	          	          	15.0      	8         	0.146       	8         
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	G        	            	989.865   	30        	          	          	0.166     	9         	0.00165     	9         
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	G        	            	1379.543  	30        	          	          	0.231     	14        	0.00319     	19        
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	G        	            	1611.716  	11        	          	          	9.5       	5         	0.153       	9         
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	G        	            	1964.501  	45        	          	          	0.147     	8         	0.00288     	16        
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	G        	            	2216.267  	50        	          	          	0.093     	5         	0.00207     	12        
25 	NA     	11 	14 	0.0        	     	5/2+      	B-      	59.1 S 6      	59.1              	25MG    	G        	            	2801.312  	35        	          	          	0.049     	3         	0.00138     	9         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	BM       	            	1398      	8         	3187      	14        	1.70      	20        	0.024       	3         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	BM       	            	1597      	8         	3597      	14        	0.70      	10        	0.0112      	16        
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	BM       	            	1994      	8         	4412      	14        	0.30      	10        	0.0060      	20        
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	BM       	            	2026      	8         	4478      	14        	2.70      	20        	0.055       	4         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	BM       	            	2263      	8         	4962      	14        	2.7       	3         	0.061       	7         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	BM       	            	2272      	8         	4980      	14        	1.70      	20        	0.039       	5         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	BM       	            	2279      	8         	4994      	14        	0.54      	14        	0.012       	3         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	BM       	            	2464      	8         	5371      	14        	1.60      	20        	0.039       	5         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	BM       	            	2957      	8         	6374      	14        	0.10      	10        	0.003       	3         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	BM       	            	3514      	8         	7503      	14        	88.1      	4         	3.096       	16        
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	BM AV    	            	3.34E+3   	3         	          	          	100.1     	7         	3.35        	4         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	815.2     	          	          	          	0.042     	15        	3.4E-4      	12        
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	1002.4    	          	          	          	1.40      	20        	0.0140      	20        
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	1129.65   	          	          	          	5.3       	3         	0.060       	3         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	1365.5    	          	          	          	0.26      	4         	0.0036      	5         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	1393.8    	          	          	          	0.17      	4         	0.0024      	6         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	1411.6    	          	          	          	2.00      	20        	0.028       	3         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	1774.6    	          	          	          	0.27      	4         	0.0048      	7         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	1775      	          	          	          	1.50      	20        	0.027       	4         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	1808.63   	          	          	          	99.0      	4         	1.791       	7         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	1895.8    	          	          	          	2.20      	20        	0.042       	4         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	1961.8    	          	          	          	0.030     	20        	6.E-4       	4         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	2132.0    	          	          	          	0.77      	8         	0.0164      	17        
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	2184      	          	          	          	0.17      	4         	0.0037      	9         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	2509.6    	          	          	          	0.54      	14        	0.014       	4         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	2523.4    	          	          	          	1.40      	20        	0.035       	5         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	2541.2    	          	          	          	2.50      	20        	0.064       	5         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	2777.0    	          	          	          	0.130     	20        	0.0036      	6         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	2938.20   	          	          	          	0.59      	7         	0.0173      	21        
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	3025.4    	          	          	          	0.11      	3         	0.0033      	9         
26 	NA     	11 	15 	0          	     	3+        	B-      	1.077 S 5     	1.077             	26MG    	G        	            	3091.4    	          	          	          	0.31      	10        	0.010       	3         
